1.000000000000000048e-04	1.000000000000000000e+00	7.161434102128719350e-06	9.998347322401103243e-01	1.396368361055996310e+01
1.122018454301963009e-04	1.000000000000000000e+00	8.128305161640628958e-06	9.998145772849189594e-01	1.380384264602946054e+01
1.258925411794166080e-04	1.000000000000000000e+00	9.225714271547194532e-06	9.997919658409880617e-01	1.364583136588987955e+01
1.412537544622752446e-04	1.000000000000000000e+00	1.047128548050847035e-05	9.997665988933766013e-01	1.348962882591719392e+01
1.584893192461110938e-04	1.000000000000000000e+00	1.188502227436955776e-05	9.997381411287330488e-01	1.333521432163392184e+01
1.778279410038919174e-04	1.000000000000000000e+00	1.348962882591578771e-05	9.997062165545913537e-01	1.318256738556477536e+01
1.995262314968874692e-04	1.000000000000000000e+00	1.531087461681941253e-05	9.996704035966328394e-01	1.303166778452371766e+01
2.238721138568333180e-04	1.000000000000000000e+00	1.717908387157483893e-05	9.996302296145698207e-01	1.303166778452374786e+01
2.511886431509571956e-04	1.000000000000000000e+00	1.949844599757921917e-05	9.995851647646419869e-01	1.288249551693211359e+01
2.818382931264443625e-04	1.000000000000000000e+00	2.213094709605491558e-05	9.995346151433108783e-01	1.273503081016741234e+01
3.162277660168366384e-04	1.000000000000000000e+00	2.511886431509407361e-05	9.994779151228880831e-01	1.258925411794248639e+01
3.548133892335738585e-04	1.000000000000000000e+00	2.851018267503705700e-05	9.994143187915641713e-01	1.244514611771468360e+01
3.981071705534952924e-04	1.000000000000000000e+00	3.235936569296043053e-05	9.993429903985227014e-01	1.230268770812466528e+01
4.466835921509607174e-04	1.000000000000000000e+00	3.672823004980564626e-05	9.992629936952832637e-01	1.216186000646454879e+01
5.011872336272693833e-04	1.000000000000000000e+00	4.168693834703022475e-05	9.991732800544929072e-01	1.202264434617501543e+01
5.623413251903456277e-04	1.000000000000000000e+00	4.731512589614416021e-05	9.990726752369819552e-01	1.188502227437108871e+01
6.309573444801890810e-04	1.000000000000000000e+00	5.370317963702070992e-05	9.989598646671259408e-01	1.174897554939621536e+01
7.079457843841330299e-04	1.000000000000000000e+00	6.095368972401157820e-05	9.988333770658911481e-01	1.161448613840436472e+01
7.943282347242756761e-04	1.000000000000000000e+00	6.918309709188740484e-05	9.986915662804127791e-01	1.148153621496977905e+01
8.912509381337385597e-04	1.000000000000000000e+00	7.852356346099987055e-05	9.985325911391864651e-01	1.135010815672411866e+01
9.999999999999917809e-04	1.000000000000000000e+00	8.912509381336602260e-05	9.983543931533643834e-01	1.122018454302061663e+01
1.122018454301953712e-03	1.000000000000000000e+00	1.011579454259799019e-04	9.981546718780965888e-01	1.109174815262500502e+01
1.258925411794155780e-03	1.000000000000000000e+00	1.161448613840225053e-04	9.979308577605463526e-01	1.083926914021303567e+01
1.412537544622740953e-03	1.000000000000000000e+00	1.318256738556269978e-04	9.976800822558348214e-01	1.071519305237707798e+01
1.584893192461097819e-03	1.000000000000000000e+00	1.496235656094273639e-04	9.973991449721556490e-01	1.059253725177391559e+01
